Name,GeneID,RAPDB,Product
XM_015755461.2,LOC4347200,Os09g0446000,uncharacterized LOC4347200%2C transcript variant X1
XM_015755462.2,LOC4346728,Os09g0324000,oleosin 16 kDa-like
XM_015755463.2,LOC4347440,0,beta-glucosidase 29-like
XM_015755464.2,LOC4326127,Os01g0113450,rust resistance kinase Lr10
XM_015755465.2,LOC4346643,Os09g0294300,putative ubiquitin-conjugating enzyme E2 38
XM_015755466.2,LOC107278801,0,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1%2C transcript variant X2
XM_015755467.2,LOC107278801,0,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1%2C transcript variant X1
XM_015755468.2,LOC107278801,0,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1%2C transcript variant X3
XM_015755469.2,LOC107276247,Os09g0431300,transcription factor MYB36
XM_015755470.2,LOC4347341,Os09g0471600,putative wall-associated receptor kinase-like 16%2C transcript variant X1
XM_015755471.2,LOC4346938,Os09g0382400,Protein PLASTID REDOX INSENSITIVE 2%2C chloroplastic
XM_015755472.2,LOC9269575,Os01g0113650,PR5-like receptor kinase
XM_015755473.2,LOC4347397,Os09g0481400,probable caffeoyl-CoA O-methyltransferase At4g26220
XM_015755474.2,LOC4346973,Os09g0395300,probable transcription factor RL9
XM_015755475.2,LOC9266075,Os09g0491532,squamosa promoter-binding-like protein 17%2C transcript variant X1
XM_015755476.2,LOC9266075,Os09g0491532,squamosa promoter-binding-like protein 17%2C transcript variant X2
XM_015755478.2,LOC9267072,Os09g0495500,uncharacterized LOC9267072
XM_015755479.2,LOC9270299,Os09g0316000,plant cysteine oxidase 4%2C transcript variant X1
XM_015755480.2,LOC107278803,0,probable serine/threonine-protein kinase PIX13
XM_015755482.2,LOC4346682,Os09g0309200,protein SAR DEFICIENT 1%2C transcript variant X1
XM_015755483.2,LOC4346682,Os09g0309200,protein SAR DEFICIENT 1%2C transcript variant X2
XM_015755484.2,LOC4346682,Os09g0309200,protein SAR DEFICIENT 1%2C transcript variant X4
XM_015755485.2,LOC9267513,Os09g0535400,proline-rich receptor-like protein kinase PERK2
XM_015755486.2,LOC4347695,Os09g0535500,probable E3 ubiquitin-protein ligase ATL44
XM_015755487.2,LOC4347767,Os09g0547200,uncharacterized LOC4347767
XM_015755488.2,LOC4347277,Os09g0459500,probable BRI1 kinase inhibitor 1
XM_015755489.2,LOC4347780,Os09g0549600,uncharacterized LOC4347780
XM_015755490.2,LOC9272097,Os09g0549700,50S ribosomal protein L18
XM_015755491.2,LOC4347779,Os09g0549500,U11/U12 small nuclear ribonucleoprotein 31 kDa protein
XM_015755492.2,LOC4347052,0,myb-related protein 306
XM_015755493.2,LOC4326124,Os01g0113200,rust resistance kinase Lr10
XM_015755494.2,LOC107277973,Os09g0494500,uncharacterized LOC107277973
XM_015755496.2,LOC4347327,Os09g0469300,mavicyanin
XM_015755497.1,LOC4346594,Os09g0275400,premnaspirodiene oxygenase
XM_015755500.2,LOC4346485,0,uncharacterized LOC4346485%2C transcript variant X1
XM_015755503.2,LOC4346762,Os09g0332100,cytokinesis protein sepA
XM_015755504.2,LOC4346394,Os09g0111100,cyclin-D3-2-like
XM_015755506.1,LOC4346822,Os09g0351700,probable LRR receptor-like serine/threonine-protein kinase At1g05700%2C transcript variant X1
XM_015755507.1,LOC4346822,Os09g0351700,probable LRR receptor-like serine/threonine-protein kinase At1g05700%2C transcript variant X2
XM_015755508.2,LOC9271189,Os09g0555150,cytosolic sulfotransferase 5
XM_015755509.2,LOC4347797,Os09g0552600,glutelin type-D 1-like
XM_015755510.2,LOC4347252,Os09g0455300,transcription factor HEC2
XM_015755511.2,LOC4346795,Os09g0344500,acetylserotonin O-methyltransferase 1-like%2C transcript variant X1
XM_015755512.2,LOC4346795,Os09g0344500,acetylserotonin O-methyltransferase 1-like%2C transcript variant X2
XM_015755513.2,LOC4346883,Os09g0368900,uncharacterized LOC4346883%2C transcript variant X1
XM_015755514.2,LOC4346883,Os09g0368900,uncharacterized LOC4346883%2C transcript variant X2
XM_015755515.2,LOC4346883,Os09g0368900,uncharacterized LOC4346883%2C transcript variant X3
XM_015755516.2,LOC4347251,Os09g0455200,heat stress transcription factor B-4c-like
XM_015755517.2,LOC4347076,Os09g0419500,probable E3 ubiquitin-protein ligase RNF144A-B
XM_015755518.2,LOC4346945,Os09g0385700,zinc finger AN1 domain-containing stress-associated protein 17-like
XM_015755519.2,LOC4347106,Os09g0425200,keratin-associated protein 6-2
XM_015755521.2,LOC9267864,Os09g0468150,putative clathrin assembly protein At4g40080
XM_015755522.2,LOC107278466,Os09g0253332,vegetative cell wall protein gp1%2C transcript variant X2
XM_015755525.2,LOC107278466,Os09g0253332,vegetative cell wall protein gp1%2C transcript variant X3
XM_015755527.2,LOC4346868,Os09g0364400,AP2-associated protein kinase 1
XM_015755528.2,LOC4347276,Os09g0459200,uncharacterized LOC4347276
XM_015755529.2,LOC4347159,Os09g0438100,uncharacterized LOC4347159
XM_015755530.2,LOC9267854,Os09g0505000,uncharacterized LOC9267854
XM_015755531.2,LOC4326980,Os01g0328700,dihydrolipoyl dehydrogenase 1%2C mitochondrial
XM_015755532.2,LOC4346928,Os09g0380300,cytochrome P450 716A1
XM_015755533.2,LOC4346881,Os09g0368200,polyamine oxidase
XM_015755534.2,LOC9271152,Os09g0251100,probable L-type lectin-domain containing receptor kinase S.7
XM_015755535.2,LOC4347770,Os09g0547800,F-box/FBD/LRR-repeat protein At5g22660%2C transcript variant X1
XM_015755537.2,LOC4347770,Os09g0547800,F-box/FBD/LRR-repeat protein At5g22660%2C transcript variant X2
XM_015755538.2,LOC4346618,Os09g0283600,probable E3 ubiquitin-protein ligase ARI9
XM_015755539.1,LOC9266078,Os01g0172000,dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1%2C3-mannosyltransferase%2C transcript variant X2
XM_015755540.2,LOC4347693,Os09g0535200,proline-rich protein 36%2C transcript variant X1
XM_015755542.2,LOC4347693,Os09g0535200,proline-rich protein 36%2C transcript variant X2
XM_015755543.2,LOC4347205,Os09g0447000,homeobox-leucine zipper protein HOX11-like
XM_015755544.2,LOC4326978,Os01g0328500,craniofacial development protein 1
XM_015755545.2,LOC4347383,Os09g0479800,ATP-dependent 6-phosphofructokinase 2
XM_015755546.2,LOC4347641,Os09g0527500,uncharacterized LOC4347641
XM_015755547.2,LOC4347420,Os09g0485500,zinc finger protein WIP2
XM_015755548.2,LOC107277457,Os09g0363400,uncharacterized LOC107277457%2C transcript variant X1
XM_015755551.2,LOC107277457,Os09g0363400,uncharacterized LOC107277457%2C transcript variant X3
XM_015755553.2,LOC4326979,Os01g0328600,uncharacterized LOC4326979
XM_015755554.2,LOC4346731,Os09g0324400,uncharacterized LOC4346731
XM_015755555.2,LOC4347606,Os09g0520300,pentatricopeptide repeat-containing protein At2g36980%2C mitochondrial
XM_015755556.2,LOC4347267,Os09g0458000,protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1%2C transcript variant X2
XM_015755557.2,LOC4347267,Os09g0458000,protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1%2C transcript variant X1
XM_015755558.2,LOC4347266,Os09g0457900,ethylene-responsive transcription factor ERF109
XM_015755559.2,LOC4347379,Os09g0479300,heavy metal-associated isoprenylated plant protein 41
XM_015755560.2,LOC9272371,Os09g0488600,uncharacterized LOC9272371
XM_015755561.2,LOC107278808,0,bromodomain-containing protein 4A-like
XM_015755562.2,LOC4347208,Os09g0447500,cytochrome P450 76M5-like
XM_015755563.2,LOC112936096,0,protein ALP1-like%2C transcript variant X1
XM_015755564.1,LOC4326853,Os01g0665200,mitogen-activated protein kinase 8-like%2C transcript variant X1
XM_015755566.2,LOC4347518,Os09g0507300,L-ascorbate oxidase
XM_015755567.2,LOC4347314,Os09g0466300,GLABRA2 expression modulator
XM_015755568.2,LOC107277610,Os09g0511300,uncharacterized LOC107277610
XM_015755569.2,LOC107276982,Os09g0278700,uncharacterized LOC107276982
XM_015755570.2,LOC4326853,Os01g0665200,mitogen-activated protein kinase 8-like%2C transcript variant X2
XM_015755571.2,LOC4347809,Os09g0555100,protein PIN-LIKES 7%2C transcript variant X1
XM_015755572.2,LOC4347809,Os09g0555100,protein PIN-LIKES 7%2C transcript variant X2
XM_015755573.2,LOC4346638,Os09g0292900,F-box/kelch-repeat protein At1g23390%2C transcript variant X1
XM_015755574.2,LOC4346638,Os09g0292900,F-box/kelch-repeat protein At1g23390%2C transcript variant X2
XM_015755576.2,LOC4346827,Os09g0353700,S-norcoclaurine synthase 1
XM_015755577.1,LOC4326853,Os01g0665200,mitogen-activated protein kinase 8-like%2C transcript variant X3
XM_015755578.2,LOC4347742,Os09g0542700,serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' alpha isoform
XM_015755579.1,LOC107278810,0,uncharacterized protein K02A2.6-like
XM_015755580.1,LOC107278811,0,uncharacterized LOC107278811
XM_015755581.1,LOC4326853,Os01g0665200,mitogen-activated protein kinase 8-like%2C transcript variant X4
XM_015755583.2,LOC107275478,Os09g0116800,agamous-like MADS-box protein AGL29
XM_015755586.1,LOC107278813,0,uncharacterized LOC107278813
XM_015755587.2,LOC4326853,Os01g0665200,mitogen-activated protein kinase 8-like%2C transcript variant X5
XM_015755588.1,LOC107278815,0,uncharacterized LOC107278815
XM_015755590.1,LOC107278817,0,BTB/POZ and MATH domain-containing protein 1
XM_015755593.2,LOC4326854,Os01g0665300,CTD small phosphatase-like protein 2%2C transcript variant X1
XM_015755594.2,LOC4346514,Os09g0250800,ABC transporter G family member 11
XM_015755596.2,LOC4326854,Os01g0665300,CTD small phosphatase-like protein 2%2C transcript variant X2
XM_015755597.2,LOC4346541,0,bidirectional sugar transporter SWEET7b-like
XM_015755600.2,LOC107276230,Os09g0264950,putative leucine-rich repeat receptor-like protein kinase At2g19210
XM_015755601.1,LOC107275444,Os09g0268700,uncharacterized LOC107275444
XM_015755602.2,LOC4325340,Os01g0184000,polynucleotide 5'-hydroxyl-kinase NOL9
XM_015755603.1,LOC107277129,Os09g0274400,SKP1-like protein 1
XM_015755604.1,LOC107275529,Os09g0274800,SKP1-like protein 11
XM_015755605.2,LOC4346602,Os09g0279200,uncharacterized LOC4346602
XM_015755606.2,LOC4325342,Os01g0184100,18.0 kDa class II heat shock protein-like%2C transcript variant X1
XM_015755607.2,LOC4346617,Os09g0282100,zinc finger protein WIP2
XM_015755608.1,LOC107278824,0,zinc finger protein ZIC 2-like
XM_015755609.1,LOC107278825,0,acanthoscurrin-2
XM_015755610.1,LOC107275486,Os09g0284800,indole-3-acetate beta-glucosyltransferase
XM_015755612.1,LOC107278265,Os09g0290700,protein FAR1-RELATED SEQUENCE 5
XM_015755613.1,LOC107275477,Os09g0291700,spore wall protein 1
XM_015755615.1,LOC107278827,0,uncharacterized LOC107278827
XM_015755616.1,LOC107275553,Os09g0305900,putative zinc finger CCCH domain-containing protein 58
XM_015755617.2,LOC4326573,Os01g0636500,polygalacturonase At1g48100%2C transcript variant X1
XM_015755618.1,LOC107278828,0,uncharacterized LOC107278828
XM_015755620.2,LOC4347513,Os09g0506700,uncharacterized LOC4347513%2C transcript variant X1
XM_015755621.2,LOC4347513,Os09g0506700,uncharacterized LOC4347513%2C transcript variant X2
XM_015755622.2,LOC4346788,Os09g0342000,uncharacterized LOC4346788
XM_015755624.2,LOC4347402,Os09g0482100,heat shock protein 81-2-like
XM_015755625.2,LOC4347405,Os09g0482400,heat shock protein 81-3-like
XM_015755627.2,LOC9267802,Os09g0482600,heat shock protein 81-3-like
XM_015755628.2,LOC107276269,Os09g0482500,aspartyl protease family protein At5g10770
XM_015755629.2,LOC4347403,Os09g0482200,aspartyl protease family protein At5g10770
XM_015755630.2,LOC4347401,Os09g0482000,plant UBX domain-containing protein 10
XM_015755631.2,LOC9268423,Os09g0482300,uncharacterized LOC9268423
XM_015755632.2,LOC107278284,Os09g0482550,uncharacterized LOC107278284
XM_015755633.2,LOC9267062,Os09g0103800,peptidyl-prolyl cis-trans isomerase FKBP53
XM_015755634.2,LOC4327842,Os01g0781200,disease resistance protein RGA2%2C transcript variant X1
XM_015755635.1,LOC107278834,0,disease resistance protein RPS2
XM_015755636.1,LOC107275334,Os09g0310400,predicted GPI-anchored protein 58
XM_015755637.1,LOC107276074,Os09g0311400,disease resistance protein RPS2
XM_015755638.1,LOC107278835,0,uncharacterized LOC107278835
XM_015755640.2,LOC4327842,Os01g0781200,disease resistance protein RGA2%2C transcript variant X2
XM_015755641.1,LOC107278838,0,uncharacterized LOC107278838
XM_015755643.1,LOC4346748,Os09g0327500,translation initiation factor IF-2
XM_015755644.2,LOC4346754,Os09g0329000,BURP domain-containing protein 14
XM_015755645.2,LOC4346755,Os09g0329200,UDP-glycosyltransferase 90A1
XM_015755648.2,LOC107278839,0,ankyrin repeat-containing protein At5g02620
XM_015755649.2,LOC9266280,0,ABC transporter G family member 46-like
XM_015755650.1,LOC107276397,Os09g0333000,ABC transporter G family member 47
XM_015755651.1,LOC107278840,0,amidase
XM_015755652.1,LOC107278841,0,probable kinase CHARK
XM_015755653.1,LOC107275535,Os09g0336400,agglutinin-2
XM_015755655.1,LOC107277188,Os09g0338000,uncharacterized LOC107277188
XM_015755656.1,LOC107278842,0,uncharacterized LOC107278842
XM_015755657.1,LOC107277298,Os09g0340600,uncharacterized protein F23B12.7
XM_015755658.1,LOC107275611,Os09g0340800,uncharacterized LOC107275611
XM_015755659.2,LOC4346785,Os09g0341100,proline-rich receptor-like protein kinase PERK2
XM_015755660.2,LOC107276796,Os09g0341200,ankyrin-2%2C transcript variant X2
XM_015755662.2,LOC4346786,Os09g0341500,uncharacterized LOC4346786
XM_015755664.2,LOC9267979,Os09g0349466,probable LRR receptor-like serine/threonine-protein kinase At1g51810
XM_015755666.1,LOC107278843,0,uncharacterized LOC107278843
XM_015755667.1,LOC107278844,0,uncharacterized LOC107278844
XM_015755668.2,LOC9269469,Os09g0354100,S-norcoclaurine synthase 1
XM_015755672.1,LOC107278846,0,probable LRR receptor-like serine/threonine-protein kinase At1g51810
XM_015755674.1,LOC107278847,0,golgin candidate 1-like
XM_015755675.2,LOC4326573,Os01g0636500,polygalacturonase At1g48100%2C transcript variant X2
XM_015755676.2,LOC4327840,Os01g0781000,vacuolar protein sorting-associated protein 28 homolog 1
XM_015755677.2,LOC4346866,Os09g0364100,protein IAL1
XM_015755678.2,LOC107276164,Os09g0371400,uncharacterized LOC107276164
XM_015755680.2,LOC4346903,Os09g0373400,protein STRICTOSIDINE SYNTHASE-LIKE 10
XM_015755682.2,LOC107275764,Os09g0381000,uncharacterized LOC107275764
XM_015755683.2,LOC4324442,Os01g0276100,isocitrate dehydrogenase [NAD] catalytic subunit 5%2C mitochondrial
XM_015755685.1,LOC107275401,Os09g0384100,uncharacterized LOC107275401
XM_015755686.1,LOC107275354,Os09g0384300,uncharacterized LOC107275354
XM_015755688.1,LOC107275523,Os09g0385600,uncharacterized LOC107275523
XM_015755690.1,LOC107278850,0,uncharacterized LOC107278850
XM_015755691.1,LOC107278851,0,lysine-specific demethylase JMJ25-like
XM_015755692.2,LOC4324258,Os01g0276200,mitochondrial import receptor subunit TOM40-1
XM_015755693.1,LOC107278852,0,uncharacterized LOC107278852
XM_015755695.1,LOC107275912,Os09g0395000,uncharacterized LOC107275912
XM_015755696.1,LOC107278266,Os09g0395700,protein FAR1-RELATED SEQUENCE 5
XM_015755698.1,LOC107278854,0,50S ribosomal protein L2%2C chloroplastic
XM_015755699.1,LOC4347036,Os09g0411900,NAC domain-containing protein 79
XM_015755700.2,LOC4324259,Os01g0276300,embryonic protein DC-8
XM_015755701.2,LOC107275695,Os09g0412050,SKP1-like protein 1A
XM_015755702.1,LOC107278855,0,uncharacterized LOC107278855
XM_015755703.2,LOC9266409,Os09g0415300,uncharacterized LOC9266409
XM_015755704.1,LOC107277017,Os09g0421400,uncharacterized LOC107277017
XM_015755705.2,LOC9267827,Os09g0421800,zinc finger protein 385D%2C transcript variant X1
XM_015755706.1,LOC4347107,Os09g0425300,protein TsetseEP
XM_015755707.1,LOC107277917,Os09g0425450,WAS/WASL-interacting protein family member 3
XM_015755708.2,LOC107276436,Os09g0426200,WAT1-related protein At4g30420
XM_015755709.2,LOC107275801,Os09g0428200,basic 7S globulin
XM_015755710.2,LOC4324260,Os01g0276400,presenilin-like protein At1g08700
XM_015755712.2,LOC4347123,Os09g0429400,glutamate receptor 2.8%2C transcript variant X2
XM_015755714.1,LOC107275385,Os09g0430600,zinc finger protein GIS3
XM_015755715.2,LOC107275827,Os09g0433500,beta-1%2C3-galactosyltransferase 6
XM_015755716.2,LOC107277883,Os09g0435250,probable E3 ubiquitin-protein ligase RNF217
XM_015755718.2,LOC107275342,Os09g0435700,probable carboxylesterase 2
XM_015755719.2,LOC107278859,0,uncharacterized LOC107278859
XM_015755720.2,LOC4324261,Os01g0276500,histidine biosynthesis bifunctional protein hisIE%2C chloroplastic%2C transcript variant X1
XM_015755721.2,LOC107278099,Os09g0438500,uncharacterized LOC107278099
XM_015755723.1,LOC107275421,Os09g0443200,uncharacterized LOC107275421
XM_015755724.1,LOC107276504,Os09g0443600,serine/threonine-protein kinase HT1
XM_015755726.1,LOC107275994,Os09g0445100,pre-rRNA processing protein FTSJ3
XM_015755727.2,LOC4347199,Os09g0445700,uncharacterized LOC4347199
XM_015755728.1,LOC107278863,0,spidroin-1-like
XM_015755731.2,LOC4327509,Os01g0844500,aspartic proteinase PCS1
XM_015755732.1,LOC9267800,0,cytochrome c1
XM_015755734.2,LOC107275545,Os09g0481650,uncharacterized LOC107275545
XM_015755735.2,LOC9270263,Os09g0482620,sodium/hydrogen exchanger 6%2C transcript variant X2
XM_015755737.1,LOC107278866,0,nascent polypeptide-associated complex subunit alpha%2C muscle-specific form-like
XM_015755739.2,LOC4327511,Os01g0844800,pumilio homolog 1
XM_015755743.2,LOC4347476,Os09g0499500,uncharacterized LOC4347476
XM_015755744.2,LOC4347481,Os09g0500300,type I inositol polyphosphate 5-phosphatase 13
XM_015755745.2,LOC107278870,0,uncharacterized LOC107278870
XM_015755746.2,LOC107275714,Os09g0505900,probable inactive purple acid phosphatase 27
XM_015755748.2,LOC4347597,Os09g0518600,inositol-tetrakisphosphate 1-kinase 6-like
XM_015755749.2,LOC4347632,Os09g0525700,protein HAPLESS 2-B-like
XM_015755752.1,LOC107278873,0,cytochrome P450 94A1-like
XM_015755754.1,LOC9268165,0,protein transport protein sec31
XM_015755758.2,LOC107275755,Os09g0548600,probable purine permease 11
XM_015755759.1,LOC4327659,Os01g0586600,SNF1-related protein kinase regulatory subunit gamma-1-like%2C transcript variant X2
XM_015755760.2,LOC9269695,Os01g0636600,peptide deformylase 1B%2C chloroplastic-like
