,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,RAPDB,Product
LOC4351194,6.666550682,1.93E-48,9.55E-47,1.383726065,0.040663827,0.100665725,Os11g0701800,xylanase inhibitor protein 1-like
LOC4339502,5.025562238,1.98E-48,9.74E-47,0,0,0,Os05g0546400,wiskott-Aldrich syndrome protein homolog
LOC4333487,4.852444774,2.63E-48,1.29E-46,-0.425589401,0.622705576,0.758027435,Os03g0624300,uncharacterized LOC4333487
LOC4330086,1.115603697,2.88E-48,1.41E-46,-0.09949312,0.712593943,0.824045622,Os02g0636700,putative GEM-like protein 8
LOC4348574,3.571518087,3.41E-48,1.65E-46,-0.685710242,0.161435378,0.295261003,Os10g0403000,cytochrome P450 78A11-like
LOC4347159,2.540613549,4.30E-48,2.07E-46,3.158677367,2.55E-24,1.04E-22,Os09g0438100,uncharacterized LOC4347159
LOC9270381,2.150388726,4.30E-48,2.07E-46,0.864010208,1.98E-07,1.85E-06,Os05g0161800,probable GTP diphosphokinase CRSH3%2C chloroplastic
LOC9268164,3.070374812,6.44E-48,3.10E-46,0,0,0,Os04g0584500,putative E3 ubiquitin-protein ligase LIN-2
LOC4324880,1.283401572,1.29E-47,6.15E-46,0.371322874,0.044220338,0.107919919,Os01g0885000,cytochrome c-like
LOC112936040,1.470298554,1.65E-47,7.83E-46,-0.888095074,0.03382556,0.086457573,Os07g0650100,uncharacterized LOC112936040
LOC4347510,2.461854063,5.87E-47,2.76E-45,-3.448449266,5.44E-34,3.49E-32,Os09g0506000,nucleotide pyrophosphatase/phosphodiesterase
LOC4343817,2.578250631,8.25E-47,3.87E-45,2.277365504,3.90E-08,4.08E-07,Os07g0600200,protein PELPK1
LOC4350486,3.594985169,1.03E-46,4.81E-45,2.946901762,9.07E-39,7.12E-37,Os11g0470500,putative receptor-like protein kinase At4g00960
LOC4325154,1.18878844,1.13E-46,5.29E-45,-0.426642064,0.00163199,0.006655179,Os01g0290000,aspartic proteinase-like
LOC4331637,2.503294726,1.69E-46,7.87E-45,1.829281877,1.96E-41,1.73E-39,Os03g0150800,inorganic phosphate transporter 1-2-like
LOC4344318,1.304650321,2.89E-46,1.34E-44,-0.556703977,7.22E-05,0.000413524,Os07g0683600,ricin B-like lectin R40G2
LOC4344263,1.720686124,3.14E-46,1.45E-44,0.144059993,0.511640603,0.66779781,Os07g0674400,phylloplanin
LOC4341587,3.025367919,3.81E-46,1.75E-44,0.872864131,8.45E-05,0.000476453,Os06g0633100,protein GLUTAMINE DUMPER 6
LOC4335682,1.279299529,5.68E-46,2.58E-44,-0.498441145,0.001627688,0.006638851,Os04g0391500,ACT domain-containing protein ACR6
LOC4332168,5.423449246,1.03E-45,4.64E-44,11.98698972,3.94E-16,9.50E-15,Os03g0234100,non-symbiotic hemoglobin 4-like
LOC4336027,1.809765219,1.14E-45,5.12E-44,1.424189981,9.76E-20,3.03E-18,Os04g0456700,PLAT domain-containing protein 3
LOC4351359,1.197852297,1.81E-45,8.03E-44,0.379802369,0.042826301,0.10519911,Os12g0121200,ethanolamine-phosphate cytidylyltransferase%2C transcript variant X1
LOC4324927,1.781887483,1.86E-45,8.25E-44,1.631479402,2.02E-13,3.89E-12,Os01g0869200,magnesium transporter MRS2-E-like
LOC4326871,1.526988918,3.09E-45,1.37E-43,0.528822069,0.094061608,0.195651848,Os01g0542700,ocs element-binding factor 1
LOC4344240,2.06087822,3.43E-45,1.51E-43,1.721097428,8.85E-11,1.31E-09,Os07g0670300,protein SRC2
LOC4342601,1.499488791,4.05E-45,1.78E-43,0.557299754,4.10E-05,0.000248486,Os07g0187700,SEC12-like protein 1
LOC4352792,1.299560916,6.21E-45,2.72E-43,0.120334543,0.478488393,0.638046171,0,putative hydrolase C777.06c
LOC4340466,1.88149194,7.30E-45,3.19E-43,0.346178772,0.1126762,0.224333299,Os06g0212100,fucosyltransferase 2
LOC107277866,1.645062146,7.54E-45,3.29E-43,0.142890576,0.65217616,0.779183867,Os11g0524400,disease resistance protein RGA5-like
LOC4327988,1.281163091,7.57E-45,3.29E-43,1.251867311,1.86E-24,7.63E-23,Os02g0102300,thiosulfate sulfurtransferase 18%2C transcript variant X2
LOC4336743,1.058169479,7.66E-45,3.33E-43,0.365782191,0.051854812,0.122804436,Os04g0577200,rho GTPase-activating protein 5
LOC4337564,2.087875618,1.11E-44,4.81E-43,1.140831678,0.006684239,0.022347471,Os05g0106200,WAT1-related protein At5g64700
LOC4344264,1.727055885,1.11E-44,4.81E-43,0.204084783,0.525015168,0.678861082,Os07g0674500,phylloplanin%2C transcript variant X2
LOC112937625,7.246906536,1.31E-44,5.66E-43,0,0,0,0,glucan endo-1%2C3-beta-glucosidase%2C acidic isoform-like
LOC4338596,1.14685592,1.37E-44,5.90E-43,0.392361883,0.048788731,0.116937257,Os05g0372800,uncharacterized LOC4338596%2C transcript variant X2
LOC4344534,1.461012013,1.52E-44,6.53E-43,0.254288079,0.43228539,0.597438992,Os08g0118900,probable adenylate kinase 7%2C mitochondrial
LOC4325983,2.401376286,3.00E-44,1.28E-42,2.657608959,3.13E-46,3.17E-44,Os01g0126900,multicopper oxidase LPR1 homolog 4-like%2C transcript variant X2
LOC9268673,1.678945891,3.31E-44,1.41E-42,0.904723631,3.04E-05,0.000189203,Os01g0247700,S-type anion channel SLAH1
LOC4337101,2.737200378,3.98E-44,1.69E-42,3.337025265,2.45E-74,4.92E-72,Os04g0630900,anthocyanidin reductase ((2S)-flavan-3-ol-forming)
LOC4326500,1.812632224,5.21E-44,2.20E-42,3.355834056,4.38E-39,3.51E-37,Os01g0347600,ervatamin-B
LOC4339963,1.508700159,6.07E-44,2.56E-42,0.962214017,0.006873167,0.022851969,Os06g0125500,oligopeptide transporter 7%2C transcript variant X2
LOC4332069,1.232027843,8.91E-44,3.74E-42,0.425325388,0.01811237,0.051960299,Os03g0216700,protein DETOXIFICATION 42%2C transcript variant X1
LOC4327118,1.360274087,9.13E-44,3.82E-42,1.363577428,2.92E-22,1.05E-20,Os01g0172800,embryo-specific protein ATS3A
LOC4346756,2.186942327,1.25E-43,5.22E-42,2.901548572,3.36E-05,0.000207481,Os09g0330000,UDP-glycosyltransferase 90A1
LOC4337839,3.394022022,1.41E-43,5.85E-42,2.662596901,4.81E-32,2.79E-30,Os05g0153300,uncharacterized LOC4337839
LOC107276560,6.099179141,1.71E-43,7.06E-42,8.232173396,1.20E-07,1.17E-06,Os06g0641600,cytochrome P450 71D11
LOC4332195,1.37055591,1.77E-43,7.33E-42,0.251676725,0.06507938,0.14770415,Os03g0238600,purple acid phosphatase 3
LOC4333078,4.33540407,4.61E-43,1.88E-41,0.243207304,0.662615751,0.786962393,Os03g0406100,SPX domain-containing protein 5-like
LOC4326420,1.590316595,5.60E-43,2.28E-41,0.608047006,0.001131826,0.004831774,Os01g0536400,1-aminocyclopropane-1-carboxylate oxidase homolog 4
LOC4331105,1.775007303,5.99E-43,2.44E-41,0.874074072,0.000251729,0.001274583,Os02g0812500,putative F-box protein PP2-B12
LOC4343469,1.375756246,1.04E-42,4.20E-41,0.628581444,0.000417367,0.002004608,Os07g0534700,receptor-like serine/threonine-protein kinase SD1-6%2C transcript variant X2
LOC4325318,1.881137526,1.25E-42,5.02E-41,-1.171895306,1.36E-05,9.10E-05,Os01g0612500,acyl-protein thioesterase 1 homolog 1
LOC4349871,1.344781442,1.90E-42,7.60E-41,0.423571861,0.199836379,0.345433231,Os11g0166800,probable mediator of RNA polymerase II transcription subunit 26c
LOC4330716,1.834712604,2.02E-42,8.07E-41,-0.084792999,0.778601615,0.868006303,Os02g0745400,probable galacturonosyltransferase 9
LOC4335203,2.867393427,3.21E-42,1.27E-40,0,0,0,Os04g0223500,probable flavin-containing monooxygenase 1
LOC4330855,2.425515061,3.21E-42,1.27E-40,-0.572610192,0.012039591,0.036768713,Os02g0769100,auxin-responsive protein SAUR32
LOC4335790,1.569185055,4.13E-42,1.63E-40,-0.389470114,0.045089407,0.109571843,Os04g0413500,beta-fructofuranosidase%2C insoluble isoenzyme 2-like
LOC4336092,1.303570057,6.45E-42,2.54E-40,-0.46323322,0.012527937,0.03807705,Os04g0465700,probable RNA-dependent RNA polymerase 2
LOC4350190,1.396986118,1.43E-41,5.56E-40,-0.554895777,0.000257876,0.001303034,Os11g0246200,F-box/kelch-repeat protein At2g44130
LOC107275752,1.179768795,3.05E-41,1.18E-39,0.08156268,0.5383137,0.689340427,Os12g0572400,serine/arginine-rich SC35-like splicing factor SCL30
LOC4338538,2.069564048,3.32E-41,1.28E-39,-0.840106932,0.000614451,0.00282721,Os05g0361500,pectinesterase
LOC4326319,1.397284637,6.96E-41,2.66E-39,1.646464915,5.07E-32,2.92E-30,Os01g0667200,persulfide dioxygenase ETHE1 homolog%2C mitochondrial
LOC4333702,1.205438981,7.39E-41,2.82E-39,-0.533220032,0.003381502,0.012515554,Os03g0673800,CSC1-like protein RXW8%2C transcript variant X1
LOC4328841,2.384646756,8.37E-41,3.18E-39,0.712334614,0.363627752,0.531632525,Os02g0240100,peroxidase 70
LOC4334617,2.182234754,1.06E-40,4.01E-39,0.658674419,0.000155077,0.000823069,Os03g0823400,Bowman-Birk type trypsin inhibitor
LOC107275458,3.306981283,2.31E-40,8.69E-39,1.977101318,0.001873112,0.007496832,Os07g0204000,ethylene-responsive transcription factor ERN1
LOC4337257,1.082717878,2.65E-40,9.97E-39,0.092826154,0.428969937,0.594112541,Os04g0656100,plasma membrane ATPase-like
LOC107278078,3.035495508,2.78E-40,1.04E-38,0.947372282,0.107646473,0.216941989,Os01g0155100,auxin-responsive protein SAUR71
LOC4338495,1.004574709,3.21E-40,1.20E-38,-0.598279249,9.45E-06,6.50E-05,Os05g0349200,probable AMP deaminase
LOC9269734,5.58285653,3.54E-40,1.32E-38,0,0,0,Os08g0508500,lysine-specific demethylase JMJ30%2C transcript variant X2
LOC4337146,1.090849973,3.66E-40,1.36E-38,0.716732775,2.41E-05,0.000152986,Os04g0636800,prostatic spermine-binding protein%2C transcript variant X2
LOC4332570,1.265470299,3.95E-40,1.47E-38,0.673453215,0.00083306,0.003696893,Os03g0300600,chaperone protein DnaJ
LOC4333095,1.814026883,3.97E-40,1.47E-38,1.699973578,2.40E-32,1.42E-30,Os03g0411300,uncharacterized LOC4333095
LOC4351264,1.448341707,5.44E-40,2.01E-38,1.772142874,5.73E-16,1.36E-14,Os12g0106000,ferritin-1%2C chloroplastic
LOC4350635,3.059345145,5.48E-40,2.02E-38,1.669767546,0.004171072,0.014993605,Os11g0529900,bisdemethoxycurcumin synthase-like
LOC4341279,1.357570359,5.84E-40,2.15E-38,-0.727852742,0.00337042,0.012476614,Os06g0554600,uncharacterized LOC4341279
LOC9272257,1.766342035,6.11E-40,2.25E-38,-0.169663946,0.761170195,0.856995038,Os02g0191000,disease resistance protein RPM1
LOC4330851,1.47073694,7.26E-40,2.66E-38,-0.282330177,0.594371006,0.735864271,Os02g0768300,WAT1-related protein At1g21890
LOC107280816,3.774747293,8.05E-40,2.93E-38,5.884163645,0.004488043,0.015952465,0,ervatamin-B
LOC4347629,1.024165166,8.45E-40,3.07E-38,0.605858855,0.000215362,0.001103767,Os09g0525400,E3 ubiquitin-protein ligase BIG BROTHER
LOC9272171,5.855932778,9.14E-40,3.31E-38,0,0,0,Os09g0411500,uncharacterized LOC9272171
LOC4335846,1.523573664,1.04E-39,3.74E-38,2.218720445,2.92E-27,1.34E-25,Os04g0423800,peroxidase 72
LOC4336938,2.256636794,1.05E-39,3.81E-38,1.803435186,8.82E-10,1.15E-08,Os04g0609300,hydroxycinnamoyltransferase 4-like
LOC4341520,1.433036137,1.22E-39,4.39E-38,0.628733037,7.38E-05,0.000421442,Os06g0612800,zinc finger A20 and AN1 domain-containing stress-associated protein 8
LOC107275413,15.60516659,2.60E-39,9.29E-38,0,0,0,Os07g0243800,pathogenesis-related protein 1
LOC4332407,1.642137108,3.35E-39,1.19E-37,1.229055549,1.09E-17,2.96E-16,Os03g0275300,E3 ubiquitin-protein ligase XB3-like
LOC107277915,1.984067159,3.35E-39,1.19E-37,0,0,0,Os09g0248900,protein ALP1-like%2C transcript variant X4
LOC107275322,1.978290829,3.52E-39,1.25E-37,3.350520275,2.65E-05,0.000166815,0,disease resistance protein RGA5-like
LOC4344587,1.992922642,3.68E-39,1.30E-37,1.408115801,1.94E-05,0.000125542,Os08g0130100,protein LOL4-like
LOC4337456,1.590568072,3.97E-39,1.40E-37,1.1389956,8.02E-08,8.01E-07,Os04g0684800,ubiquitin-conjugating enzyme E2 variant 1C%2C transcript variant X1
LOC4331845,1.022596987,4.44E-39,1.56E-37,1.269310177,1.51E-30,8.12E-29,Os03g0183000,ethylene-responsive transcription factor ERF073
LOC4330272,1.488440007,4.49E-39,1.58E-37,0.990663363,7.65E-09,8.89E-08,Os02g0670500,rapid alkalinization factor 23
LOC4341088,2.084915237,6.31E-39,2.21E-37,-0.858177075,0.134162536,0.256499755,Os06g0493600,phosphate transporter PHO1-3-like
LOC9266500,1.910888303,6.67E-39,2.33E-37,-0.108088302,0.662402395,0.786877135,Os03g0183600,alanine aminotransferase 2%2C transcript variant X1
LOC107280245,1.719632118,9.18E-39,3.21E-37,0.346434919,0.294407369,0.458467112,Os03g0276300,dof zinc finger protein DOF5.1%2C transcript variant X1
LOC4326499,1.853239175,9.52E-39,3.31E-37,3.727633458,5.88E-46,5.89E-44,Os01g0347500,ervatamin-B
LOC107275962,3.765775867,1.04E-38,3.62E-37,7.722569571,2.32E-06,1.78E-05,Os12g0614100,phospholipase A1-II 4-like
LOC4340299,1.748010875,1.59E-38,5.48E-37,1.745555208,1.06E-17,2.88E-16,Os06g0179000,heparanase-like protein 3
LOC4327339,1.570175194,2.03E-38,6.97E-37,3.072088484,1.62E-91,4.50E-89,Os01g0198500,uncharacterized LOC4327339
LOC4331405,1.806464823,2.05E-38,7.03E-37,-0.708946472,0.000303916,0.001511627,Os03g0116700,F-box protein PP2-A13
LOC107278473,1.781764346,2.12E-38,7.27E-37,0.814884396,0.031380334,0.081229358,Os01g0616666,berberine bridge enzyme-like 18
LOC4329559,1.671273934,2.15E-38,7.34E-37,0.27438514,0.229320073,0.382481108,Os02g0533800,uncharacterized protein At2g27730%2C mitochondrial%2C transcript variant X2
LOC4347390,1.348601371,2.23E-38,7.61E-37,-0.040061977,0.773195325,0.864804309,Os09g0480600,uncharacterized LOC4347390
LOC4352816,1.170084922,3.44E-38,1.17E-36,0.488071129,0.002126366,0.008391106,Os12g0620600,uncharacterized LOC4352816%2C transcript variant X1
LOC4328133,1.265750236,3.84E-38,1.30E-36,0.367749951,0.072879024,0.160916276,Os02g0122800,serine/arginine-rich splicing factor RS41%2C transcript variant X2
LOC4347155,1.59318958,6.72E-38,2.27E-36,-0.864279461,0.01069492,0.033307208,Os09g0437500,dormancy-associated protein homolog 3
LOC4345659,1.20267014,9.65E-38,3.24E-36,0.287867023,0.105146549,0.213234339,Os08g0434700,myb-related protein 2
LOC4345106,1.56707036,1.02E-37,3.42E-36,2.206671017,1.90E-31,1.06E-29,Os08g0260600,tetraspanin-7
LOC4331867,1.184380609,1.11E-37,3.73E-36,1.070372398,2.70E-06,2.06E-05,Os03g0185700,tryptamine benzoyltransferase 1-like
LOC9270242,1.830367178,1.50E-37,5.01E-36,2.555609803,1.35E-26,5.99E-25,Os05g0241300,E3 ubiquitin-protein ligase EL5-like
LOC4332235,1.249049689,1.73E-37,5.77E-36,2.501958225,1.51E-27,7.08E-26,Os03g0245500,uncharacterized LOC4332235
LOC4332147,1.236660272,1.78E-37,5.92E-36,-0.100571516,0.531506165,0.684162137,Os03g0231150,homeobox-leucine zipper protein HOX19-like%2C transcript variant X1
LOC9271158,4.034957569,5.23E-37,1.72E-35,0.671980236,0.280762137,0.443399956,Os07g0614700,SPX domain-containing protein 6-like
LOC9266287,2.715498086,5.25E-37,1.72E-35,-0.657879795,0.000590634,0.002730621,0,putative glycine-rich cell wall structural protein 1
LOC107279369,2.641707578,5.92E-37,1.94E-35,1.522942119,0.017005667,0.049249315,0,disease resistance protein RGA5-like
LOC4329797,2.279680516,7.89E-37,2.57E-35,0.625424704,0.577971094,0.723003035,Os02g0582900,uncharacterized LOC4329797
LOC4332436,2.004208637,8.03E-37,2.61E-35,1.235003606,4.16E-11,6.36E-10,Os03g0279700,zinc finger protein ZAT7
LOC4352002,1.140791914,1.19E-36,3.85E-35,0.369763823,0.004544678,0.016110235,Os12g0288400,E3 ubiquitin-protein ligase RGLG2%2C transcript variant X1
LOC107277801,1.697185229,3.12E-36,9.97E-35,-0.458678168,0.339412549,0.506691681,Os03g0344600,protein LURP-one-related 11
LOC107276062,2.366348365,6.25E-36,1.99E-34,0.025660262,0.933166111,0.960513063,Os09g0498500,probable sarcosine oxidase
LOC4344608,1.098881855,7.57E-36,2.39E-34,-0.390930172,0.066175697,0.149611987,Os08g0135400,E3 ubiquitin-protein ligase RGLG4
LOC4332670,2.898145884,7.67E-36,2.42E-34,0,0,0,Os03g0320400,histone-lysine N-methyltransferase%2C H3 lysine-9 specific SUVH3
LOC9268873,1.131876195,8.66E-36,2.73E-34,1.28220226,1.26E-15,2.90E-14,Os03g0214200,ninja-family protein MODD-like
LOC4325218,1.790203233,8.97E-36,2.82E-34,-0.871700972,0.001018148,0.004407413,Os01g0149800,metallothionein-like protein 2A
LOC4349234,1.747400457,1.07E-35,3.37E-34,0.285404053,0.287996058,0.450987609,Os10g0535600,uncharacterized LOC4349234%2C transcript variant X2
LOC4329586,1.182013465,1.26E-35,3.93E-34,-0.288218948,0.379126939,0.546328956,Os02g0539600,ribonuclease J%2C transcript variant X1
LOC4334422,1.157965729,1.35E-35,4.22E-34,1.438455093,1.26E-11,2.04E-10,Os03g0796600,uncharacterized LOC4334422
LOC4326734,2.09054109,1.39E-35,4.34E-34,-1.119190267,0.006131712,0.020756144,Os01g0224700,indole-3-pyruvate monooxygenase YUCCA2
LOC4348516,1.540401762,1.43E-35,4.45E-34,1.060602247,0.044688324,0.108835086,Os10g0388900,uncharacterized LOC4348516
LOC107280562,2.384701792,1.86E-35,5.77E-34,1.066739306,4.49E-05,0.00027027,0,WAT1-related protein At5g64700%2C transcript variant X2
LOC4348584,1.224902229,2.12E-35,6.52E-34,-0.065144244,0.763089519,0.858113867,Os10g0406200,uncharacterized LOC4348584%2C transcript variant X3
LOC107275509,4.834949374,2.18E-35,6.71E-34,3.754926961,4.26E-13,7.95E-12,Os02g0245400,uncharacterized LOC107275509
LOC112935996,1.346343397,3.43E-35,1.05E-33,1.024208027,2.23E-05,0.000142944,Os01g0901500,4-coumarate--CoA ligase-like 5
LOC4345710,1.095019629,3.87E-35,1.18E-33,0.724361644,1.84E-09,2.30E-08,Os08g0447000,D-3-phosphoglycerate dehydrogenase 1%2C chloroplastic
LOC4339882,1.250707983,4.59E-35,1.39E-33,-0.168997375,0.622639258,0.757988206,Os06g0109600,UMP-CMP kinase 1-like%2C transcript variant X5
LOC4342707,1.689039505,6.01E-35,1.82E-33,0.135360474,0.650818006,0.778667074,Os07g0210000,exocyst complex component EXO70B1%2C transcript variant X1
LOC4337636,2.502780619,7.71E-35,2.33E-33,-2.415693083,1.04E-18,3.02E-17,Os05g0119100,uncharacterized LOC4337636
LOC4338859,1.369932793,9.86E-35,2.96E-33,-0.108904657,0.530572716,0.683720118,Os05g0427200,probable beta-1%2C3-galactosyltransferase 8%2C transcript variant X7
LOC4326015,2.377683024,1.02E-34,3.05E-33,0,0,0,Os01g0357200,non-specific lipid-transfer protein
LOC4331173,1.683187582,1.10E-34,3.30E-33,1.429390277,6.70E-12,1.11E-10,Os02g0820800,AT-hook motif nuclear-localized protein 20
LOC4324219,1.991009293,1.17E-34,3.49E-33,1.062561991,0.01444117,0.042849398,Os01g0607000,mulatexin
LOC107275446,5.674084632,1.53E-34,4.55E-33,4.733986095,9.72E-07,8.01E-06,Os07g0610100,uncharacterized LOC107275446
LOC4333435,1.979972896,1.85E-34,5.51E-33,-1.218857238,0.011202631,0.034616829,Os03g0610900,serine/threonine-protein kinase SAPK10-like%2C transcript variant X1
LOC4329634,1.102537788,2.76E-34,8.19E-33,0.285718217,0.028426333,0.074864092,Os02g0551700,uncharacterized LOC4329634
LOC107279077,3.028345901,3.68E-34,1.08E-32,0,0,0,0,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130
LOC9268489,1.392419407,4.34E-34,1.27E-32,-2.464743331,1.07E-10,1.56E-09,Os09g0361500,isochorismate synthase 1%2C chloroplastic%2C transcript variant X1
LOC4341694,2.897480593,4.36E-34,1.28E-32,3.342796054,0.000619394,0.00284701,Os06g0651900,hydrophobic protein LTI6A-like
LOC4332928,1.829001849,5.12E-34,1.50E-32,5.278013445,1.87E-76,3.84E-74,0,peroxidase 2-like
LOC4339039,1.957196666,5.99E-34,1.75E-32,0.418883724,0.351989644,0.519999962,Os05g0464200,uncharacterized LOC4339039
LOC4324922,1.322128246,5.99E-34,1.75E-32,-1.306085411,0.000984673,0.004279171,0,pectin acetylesterase 5%2C transcript variant X2
LOC4331330,1.987111853,8.23E-34,2.39E-32,0.578140833,0.114895976,0.227773718,0,uncharacterized LOC4331330
LOC4340758,3.050893834,8.31E-34,2.40E-32,0,0,0,Os06g0279900,disease resistance protein RGA2
LOC4350239,2.281886246,8.63E-34,2.49E-32,0.268768547,0.639702622,0.770909447,Os11g0264500,uncharacterized LOC4350239%2C transcript variant X1
LOC4326375,1.305364632,8.92E-34,2.57E-32,0.969580327,2.02E-10,2.85E-09,Os01g0591000,aldehyde dehydrogenase family 2 member C4
LOC9272389,1.5730493,1.10E-33,3.14E-32,0.750401292,3.82E-05,0.000233294,Os04g0542000,uncharacterized LOC9272389
LOC4325191,1.270764142,1.16E-33,3.31E-32,0.477211057,0.031989771,0.082489976,Os01g0168400,RING finger and transmembrane domain-containing protein 2
LOC107277113,2.936466391,1.60E-33,4.54E-32,0.784214709,0.309936263,0.475276835,Os02g0687100,uncharacterized LOC107277113
LOC4332134,1.384169192,2.21E-33,6.27E-32,-0.43791084,0.035088772,0.089167753,Os03g0227700,cytochrome P450 90B2-like
LOC4327015,1.587335944,2.33E-33,6.58E-32,0.699846724,0.120190279,0.235850881,Os01g0753800,uncharacterized LOC4327015
LOC107277582,1.337465859,2.90E-33,8.17E-32,0.935853222,1.21E-05,8.17E-05,Os02g0795800,transcription factor bHLH66
LOC4327259,1.416214784,3.73E-33,1.04E-31,-0.833984041,0.01234609,0.037570573,Os01g0924200,uncharacterized LOC4327259
LOC9271516,1.585293288,3.88E-33,1.08E-31,-0.876401395,0.046259178,0.111949526,Os07g0432201,uncharacterized LOC9271516
LOC4344767,1.307797371,4.49E-33,1.25E-31,0.840728647,3.87E-07,3.44E-06,Os08g0170100,disease resistance protein RGA5-like%2C transcript variant X2
LOC4328835,1.42084308,4.64E-33,1.29E-31,-1.200500457,2.16E-06,1.67E-05,Os02g0237100,thermospermine synthase ACAULIS5
LOC4341306,1.10568444,5.37E-33,1.49E-31,0.447289254,0.009858548,0.031073248,Os06g0561200,K(+) efflux antiporter 4
LOC4334582,1.209276876,7.23E-33,1.99E-31,-0.018227978,0.916802101,0.950312887,Os03g0818800,AP2-like ethylene-responsive transcription factor TOE3%2C transcript variant X3
