ID,Raw_kit_germfree1,Raw_kit_germfree3,Raw_kit_germfree4,Raw_kit_microbiota1,Raw_kit_microbiota2,Raw_kit_microbiota3,Raw_MH63_germfree2,Raw_MH63_germfree3,Raw_MH63_microbiota1,Raw_MH63_microbiota3,Scale_kit_germfree1,Scale_kit_germfree3,Scale_kit_germfree4,Scale_kit_microbiota1,Scale_kit_microbiota2,Scale_kit_microbiota3,Scale_MH63_germfree2,Scale_MH63_germfree3,Scale_MH63_microbiota1,Scale_MH63_microbiota3,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,cl,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,RAPDB,Product,Gene
LOC4342032,895.8010594,946.1635784,822.8346373,161.6441584,130.590192,132.0939663,2488.226839,1805.159886,600.6509945,285.2957883,0.088282308,0.152760921,-0.005135847,-0.851651178,-0.89140925,-0.889483983,2.127048562,1.252525008,-0.289595267,-0.693341275,-2.650904004,2.00E-76,2.18E-74,-2.277990712,4.74E-05,2.83E-04,1,-2.650904004,2.00E-76,2.18E-74,-2.277990712,4.74E-05,2.83E-04,Os06g0710700,benzyl alcohol O-benzoyltransferase,LOC4342032
LOC4342507,596.8083274,592.8646463,556.4982966,83.70858201,100.3912101,83.20879766,1853.613084,1823.053599,396.6130612,496.7203458,-0.093840005,-0.099853607,-0.155307569,-0.876250512,-0.85081167,-0.877012619,1.822624107,1.776024859,-0.399111799,-0.246461185,-2.70084492,8.98E-66,7.56E-64,-2.037668835,1.19E-31,6.69E-30,1,-2.70084492,8.98E-66,7.56E-64,-2.037668835,1.19E-31,6.69E-30,Os07g0170000,NADPH-dependent aldehyde reductase-like protein%2C chloroplastic,LOC4342507
LOC4345561,556.7856782,745.3155554,530.119937,52.91921851,39.99324631,30.16318915,2103.788065,2351.444423,487.1692226,1075.802868,-0.291155248,-0.062977475,-0.323428803,-0.900984989,-0.916629298,-0.928526619,1.58118225,1.880920821,-0.375412067,0.337011428,-3.890832274,6.19E-64,4.80E-62,-1.510481179,0.005807545,0.01983397,1,-3.890832274,6.19E-64,4.80E-62,-1.510481179,0.005807545,0.01983397,Os08g0412700,uncharacterized LOC4345561,LOC4345561
LOC4334347,6883.895658,5984.303144,5780.264417,1186.352662,1441.389245,1629.852324,13531.66529,15260.17961,1474.116754,1462.140915,0.27250172,0.099925854,0.060783509,-0.820502506,-0.771576844,-0.735422498,1.547795353,1.879389771,-0.76529847,-0.767595889,-2.131061219,2.95E-63,2.26E-61,-3.293649036,2.03E-150,1.67E-147,1,-2.131061219,2.95E-63,2.26E-61,-3.293649036,2.03E-150,1.67E-147,Os03g0785900,probable glutathione S-transferase GSTU1,LOC4334347
LOC4347195,1022.931827,1303.092294,688.3900947,70.23823548,66.92747342,72.80769795,4432.637021,4453.429433,731.3269742,592.6680365,-0.190219329,-0.023948624,-0.388764435,-0.755627563,-0.757592447,-0.754102629,1.833385542,1.845725503,-0.363282091,-0.445573928,-3.843393202,3.60E-63,2.75E-61,-2.749401276,1.59E-69,2.79E-67,1,-3.843393202,3.60E-63,2.75E-61,-2.749401276,1.59E-69,2.79E-67,Os09g0444900,uncharacterized LOC4347195,LOC4347195
LOC4346085,2304.833738,2444.054256,2283.855395,748.5664001,866.7923996,782.162698,2844.653743,2922.990672,3039.935949,2782.483031,0.217023236,0.36600722,0.194573692,-1.448384352,-1.321867222,-1.412431963,0.794700548,0.878531207,1.003677798,0.728169835,-1.550998523,6.86E-59,4.64E-57,0.013238174,0.915294792,0.949237294,1,-1.550998523,6.86E-59,4.64E-57,0.013238174,0.915294792,0.949237294,Os08g0524400,auxin-induced in root cultures protein 12,LOC4346085
LOC4327172,1656.231394,3157.911688,1898.390978,229.9580586,207.3119298,194.5005645,7755.424415,9023.694287,287.7164115,90.00402846,-0.240476119,0.214399798,-0.167123247,-0.672510418,-0.679370186,-0.683250893,1.607038317,1.991211582,-0.65501476,-0.714904074,-3.408710201,1.30E-57,8.45E-56,-5.475325027,5.55E-13,1.02E-11,1,-3.408710201,1.30E-57,8.45E-56,-5.475325027,5.55E-13,1.02E-11,Os01g0660200,acidic endochitinase,LOC4327172
LOC4347637,1989.361091,2277.084213,1592.061641,391.602217,307.70314,390.041239,5048.898171,5171.283102,4366.182515,3892.249684,-0.285193411,-0.136885309,-0.489983095,-1.108764989,-1.152011124,-1.109569602,1.291857934,1.354941765,0.939949258,0.695658573,-2.428103125,2.84E-54,1.68E-52,-0.307855263,0.014025129,0.04181023,1,-2.428103125,2.84E-54,1.68E-52,-0.307855263,0.014025129,0.04181023,Os09g0526600,heat stress transcription factor B-2c-like%2C transcript variant X3,LOC4347637
LOC4341630,452.0205083,739.2659162,481.6177918,31.75153111,13.8752079,13.52142962,2901.64341,3388.227214,21.77932995,38.20925737,-0.282028458,-0.054577434,-0.258592287,-0.614812227,-0.628967329,-0.629247463,1.657669177,2.042963359,-0.622708567,-0.609698772,-4.82686141,8.06E-54,4.70E-52,-6.673201631,3.54E-147,2.63E-144,1,-4.82686141,8.06E-54,4.70E-52,-6.673201631,3.54E-147,2.63E-144,Os06g0641500,premnaspirodiene oxygenase,LOC4341630
LOC4341120,666.259395,763.4644731,753.9105364,179.9253429,184.4586462,162.2571554,967.8584212,980.9965094,1134.817719,1043.537273,-0.046219196,0.210668075,0.185419551,-1.331471261,-1.319490941,-1.3781636,0.750827133,0.78554762,1.192056327,0.950826291,-2.050064467,7.87E-51,4.20E-49,0.15984016,0.272475501,0.434386047,1,-2.050064467,7.87E-51,4.20E-49,0.15984016,0.272475501,0.434386047,Os06g0503100,ABC transporter G family member 4,LOC4341120
LOC4339388,266.0329033,331.5202308,308.8820821,23.09202262,23.66947231,19.76208944,2112.481404,2296.710712,90.55616138,61.13481178,-0.326652125,-0.25220814,-0.277942493,-0.602819863,-0.602163436,-0.606605229,1.772333876,1.9817601,-0.526128701,-0.559573988,-3.762457119,1.48E-50,7.79E-49,-4.880189625,3.21E-110,1.15E-107,1,-3.762457119,1.48E-50,7.79E-49,-4.880189625,3.21E-110,1.15E-107,Os05g0527000,UDP-glycosyltransferase 13,LOC4339388
LOC9269286,1072.37157,889.2969695,974.2974764,138.5521357,121.6121163,199.7011144,3852.115153,4173.445451,294.5940946,423.6982095,-0.093254764,-0.213826498,-0.15784572,-0.70826213,-0.719418715,-0.667989813,1.73746616,1.949092189,-0.605493917,-0.520466792,-2.681065834,1.81E-49,9.28E-48,-3.476822585,3.12E-66,5.06E-64,1,-2.681065834,1.81E-49,9.28E-48,-3.476822585,3.12E-66,5.06E-64,Os10g0509401,protein RESPONSE TO LOW SULFUR 3,LOC9269286
LOC9268428,2665.03758,2565.047041,2753.560379,802.4477862,964.7350436,979.7835924,6151.986312,6618.568725,920.4632606,1050.33003,0.054215885,0.008212816,0.094942943,-0.802713671,-0.728049487,-0.721126037,1.658471121,1.873133663,-0.748417793,-0.68866944,-1.53934448,3.02E-49,1.54E-47,-2.694424429,1.27E-85,3.05E-83,1,-1.53934448,3.02E-49,1.54E-47,-2.694424429,1.27E-85,3.05E-83,Os10g0365200,probable glutathione S-transferase GSTU6,LOC9268428
LOC4330627,290.7527749,313.3713131,324.1985489,39.44887198,38.36086891,35.363739,841.3220408,699.9599558,349.6155598,482.2857374,-0.184678018,-0.102313173,-0.062886062,-1.099794938,-1.103756875,-1.114670849,1.820206289,1.305439767,0.029669351,0.512784508,-3.035089964,1.23E-46,5.72E-45,-0.886912848,1.64E-04,8.64E-04,1,-3.035089964,1.23E-46,5.72E-45,-0.886912848,1.64E-04,8.64E-04,Os02g0731900,3-ketoacyl-CoA synthase 6,LOC4330627
LOC9271773,748.6589669,842.1097834,679.8809464,145.287309,181.1938914,175.7785851,1209.340063,1455.706194,688.9145948,748.9014444,0.140289999,0.354923773,-0.01767637,-1.245507806,-1.163039127,-1.175476768,1.198362322,1.764205345,0.003071721,0.140846911,-2.173660424,3.10E-46,1.43E-44,-0.889129888,2.85E-07,2.59E-06,1,-2.173660424,3.10E-46,1.43E-44,-0.889129888,2.85E-07,2.59E-06,Os03g0730400,serine carboxypeptidase-like 18%2C transcript variant X2,LOC9271773
LOC9268919,554.4314047,603.753997,553.0946373,107.7627722,137.9358903,126.8934164,3353.697044,3336.651218,1733.176152,1459.593631,-0.510987254,-0.471746266,-0.512050785,-0.866356222,-0.84235053,-0.851135907,1.716104751,1.702543115,0.426820493,0.209158605,-2.195764391,4.86E-46,2.22E-44,-1.068384193,2.55E-13,4.88E-12,1,-2.195764391,4.86E-46,2.22E-44,-1.068384193,2.55E-13,4.88E-12,Os09g0482660,CO(2)-response secreted protease%2C transcript variant X2,LOC9268919
LOC4349948,1524.392079,1557.177143,1435.493312,538.8138612,600.7148833,589.7423534,7960.200847,8473.199464,3401.014314,3705.44887,-0.489160132,-0.478132184,-0.519063107,-0.82068015,-0.799858435,-0.803549277,1.675659868,1.848217771,0.142081332,0.244484315,-1.383935811,7.25E-44,3.05E-42,-1.209029815,1.63E-23,6.35E-22,1,-1.383935811,7.25E-44,3.05E-42,-1.209029815,1.63E-23,6.35E-22,Os11g0182200,hydroxycinnamoyltransferase 4-like,LOC4349948
LOC4345360,393.1636713,517.8491197,322.4967193,39.44887198,42.44181241,39.52417889,1343.603856,1331.502773,398.9056223,275.9557476,-0.158891272,0.09731674,-0.304100193,-0.885716791,-0.879566792,-0.885562047,1.7941064,1.769240672,-0.147092511,-0.399734206,-3.339738857,1.51E-43,6.26E-42,-1.991679591,1.94E-19,5.89E-18,1,-3.339738857,1.51E-43,6.26E-42,-1.991679591,1.94E-19,5.89E-18,Os08g0356700,uncharacterized LOC4345360,LOC4345360
LOC4330786,6517.806131,8116.196016,5907.901641,546.5112021,301.1736304,348.4368402,15686.64747,15943.29842,5295.81602,5609.118981,0.015933801,0.2973047,-0.091430101,-1.035216885,-1.078404629,-1.070084699,1.62996124,1.675140523,-0.199177956,-0.144025995,-4.102543948,1.31E-41,5.11E-40,-1.536103476,3.69E-46,3.73E-44,1,-4.102543948,1.31E-41,5.11E-40,-1.536103476,3.69E-46,3.73E-44,Os02g0758000,24.1 kDa heat shock protein%2C mitochondrial-like%2C transcript variant X2,LOC4330786
LOC112936024,357.8495691,382.3372005,494.3815142,62.54089461,43.25800111,42.6445088,616.2611504,567.3359641,552.5072125,541.72236,-0.035418119,0.069910708,0.551847724,-1.305631455,-1.388573104,-1.391211923,1.076089485,0.865647227,0.80186421,0.755475246,-3.060638992,7.50E-41,2.86E-39,-0.113853769,0.503496048,0.660972345,1,-3.060638992,7.50E-41,2.86E-39,-0.113853769,0.503496048,0.660972345,Os07g0684000,ricin B-like lectin R40G3,LOC112936024
LOC9268662,11880.84112,12932.91879,11434.59344,3992.995579,5056.288998,4020.025037,25718.7608,21220.89123,3794.188534,4525.674261,0.182070512,0.316670453,0.124978803,-0.827078894,-0.691044039,-0.823620819,1.952456145,1.377011002,-0.852513724,-0.758929439,-1.471278544,4.04E-40,1.50E-38,-2.49584213,4.18E-53,4.92E-51,1,-1.471278544,4.04E-40,1.50E-38,-2.49584213,4.18E-53,4.92E-51,Os01g0124200,Bowman-Birk type bran trypsin inhibitor,LOC9268662
LOC4325927,1170.07392,1405.936161,1253.39754,448.370106,391.7705761,355.71761,2837.892257,2573.53698,1037.383874,689.4648218,-0.053122831,0.217610621,0.042519825,-0.881527425,-0.94649495,-0.987878191,1.861275217,1.557836159,-0.205430525,-0.6047879,-1.678238116,1.81E-38,6.22E-37,-1.649987475,1.24E-13,2.42E-12,1,-1.678238116,1.81E-38,6.22E-37,-1.649987475,1.24E-13,2.42E-12,Os01g0647000,uncharacterized LOC4325927,LOC4325927
LOC4328553,1376.072849,1448.283636,1363.165552,515.7218386,399.9324631,368.1989296,3073.57834,2725.107256,921.6095411,658.8974159,0.096214727,0.172550052,0.08257019,-0.813277847,-0.935680885,-0.969226976,1.890678403,1.522303334,-0.384206635,-0.661924362,-1.705302122,1.45E-35,4.51E-34,-1.877628793,2.60E-20,8.29E-19,1,-1.705302122,1.45E-35,4.51E-34,-1.877628793,2.60E-20,8.29E-19,Os02g0188000,gallate 1-beta-glucosyltransferase%2C transcript variant X2,LOC4328553
LOC4333289,1033.526058,1096.194632,1187.026183,168.3793316,292.1955547,240.2654032,4227.860588,3462.959781,200.5990917,164.724354,-0.119002996,-0.076104664,-0.013928013,-0.711219303,-0.626463754,-0.662011345,2.067605292,1.544010024,-0.689164007,-0.713721234,-2.240219253,2.53E-35,7.78E-34,-4.401836193,2.02E-119,9.00E-117,1,-2.240219253,2.53E-35,7.78E-34,-4.401836193,2.02E-119,9.00E-117,Os03g0571900,protein DETOXIFICATION 40,LOC4333289
LOC4335515,10421.19156,10457.4064,8047.95243,557.0950458,301.9898191,257.9472727,26164.05295,33819.11786,527.2890409,535.7786977,0.109932691,0.112966655,-0.088889657,-0.716449618,-0.737821514,-0.741511257,1.428819031,2.070135771,-0.718946669,-0.718235433,-4.694669076,3.15E-35,9.67E-34,-5.81801037,7.75E-261,1.91E-257,1,-4.694669076,3.15E-35,9.67E-34,-5.81801037,7.75E-261,1.91E-257,Os04g0339400,probable aldo-keto reductase 3,LOC4335515
LOC4340388,178.9247845,260.1344877,197.4122398,14.43251414,8.161887002,14.56153959,2119.24289,2132.509579,632.7468491,704.7485247,-0.541067477,-0.442847566,-0.518707634,-0.740014347,-0.747598421,-0.739858296,1.805670229,1.821715763,0.00781229,0.094895458,-4.119012367,4.40E-34,1.29E-32,-1.666832145,1.13E-31,6.41E-30,1,-4.119012367,4.40E-34,1.29E-32,-1.666832145,1.13E-31,6.41E-30,Os06g0195800,dnaJ homolog subfamily B member 6%2C transcript variant X2,LOC4340388
LOC9271230,2038.800834,2491.241442,2472.758486,973.7136207,912.4989668,934.0187537,11949.47757,12327.71579,1782.466214,2255.195279,-0.400580995,-0.298473757,-0.302645008,-0.640950919,-0.654765902,-0.649909295,1.836070217,1.921431388,-0.458430843,-0.351744886,-1.312778515,8.75E-34,2.52E-32,-2.586966718,2.66E-61,3.84E-59,1,-1.312778515,8.75E-34,2.52E-32,-2.586966718,2.66E-61,3.84E-59,Os01g0124401,Bowman-Birk type bran trypsin inhibitor-like,LOC9271230
LOC9269221,356.6724323,348.4592207,332.7076972,61.578727,66.92747342,84.24890763,543.8166578,427.343973,538.7518462,526.438657,0.143933947,0.101680558,0.020645843,-1.374194383,-1.346677417,-1.257566198,1.106709315,0.507508182,1.080653069,1.017307085,-2.290392721,1.06E-33,3.04E-32,0.132356017,0.522312824,0.676487302,1,-2.290392721,1.06E-33,3.04E-32,0.132356017,0.522312824,0.676487302,Os06g0133200,uncharacterized LOC9269221,LOC9269221
LOC4334917,162.4448702,465.8222221,501.1888329,6.735173265,11.4266418,10.40109971,1587.983278,1340.975915,21.77932995,11.03822991,-0.423943725,0.091475294,0.151560939,-0.688484696,-0.680514186,-0.682256518,1.997956271,1.578306315,-0.662925621,-0.681174073,-5.300303486,5.23E-33,1.45E-31,-6.534553522,2.84E-89,7.70E-87,1,-5.300303486,5.23E-33,1.45E-31,-6.534553522,2.84E-89,7.70E-87,Os04g0107600,arginine decarboxylase 2-like%2C transcript variant X2,LOC4334917
LOC4348924,499.1059779,538.4178931,402.482713,119.3087836,97.94264402,99.85055719,1893.216073,2057.777013,74.50823405,120.5714344,-0.12130108,-0.06902101,-0.249798279,-0.62638519,-0.654799559,-0.652262266,1.732695914,1.951541963,-0.685964476,-0.624706018,-2.181446852,9.11E-33,2.50E-31,-4.324120385,1.24E-73,2.42E-71,1,-2.181446852,9.11E-33,2.50E-31,-4.324120385,1.24E-73,2.42E-71,Os10g0481300,glutathione S-transferase U17%2C transcript variant X2,LOC4348924
LOC4332360,240.135895,392.0166233,232.2997477,26.94069306,26.93422711,21.84230939,921.4939459,1070.465075,187.9900059,202.0845167,-0.248609021,0.1614378,-0.269765012,-0.824192347,-0.824209804,-0.837956937,1.590917994,1.993109494,-0.389392228,-0.351339939,-3.50562195,3.01E-32,8.09E-31,-2.350077554,3.26E-34,2.11E-32,1,-3.50562195,3.01E-32,8.09E-31,-2.350077554,3.26E-34,2.11E-32,Os03g0266900,17.4 kDa class I heat shock protein-like,LOC4332360
LOC4343738,2652.089076,2585.615815,2444.678297,1041.065353,1217.753541,1213.808336,4385.306619,4456.587147,3606.198528,5334.012328,-0.159908191,-0.203900874,-0.297174763,-1.226100148,-1.1091661,-1.111777077,0.987152884,1.034327066,0.471531191,1.615016014,-1.144869481,1.41E-31,3.68E-30,0.016411065,0.936687673,0.962756093,1,-1.144869481,1.41E-31,3.68E-30,0.016411065,0.936687673,0.962756093,Os07g0584100,probable serine/threonine-protein kinase WNK5,LOC4343738
LOC9271757,173.0391008,275.8635497,161.6738171,4.810838047,5.713320901,8.320879766,397.961746,598.913105,17.19420786,29.71831128,0.028179475,0.534900526,-0.027828883,-0.800852949,-0.796405495,-0.78355539,1.136603011,2.126895542,-0.739827442,-0.678108396,-5.02881813,1.46E-31,3.81E-30,-4.382766086,3.67E-30,1.95E-28,1,-5.02881813,1.46E-31,3.81E-30,-4.382766086,3.67E-30,1.95E-28,Os04g0347200,acidic endochitinase,LOC9271757
LOC4336875,227.1873909,192.3785281,199.1140694,25.01635784,17.9561514,10.40109971,375.745435,562.0731073,9.17024419,16.98189216,0.337657783,0.152810882,0.188578897,-0.73593917,-0.773431267,-0.813551162,1.126551529,2.116014847,-0.820087423,-0.778604915,-3.525191699,4.28E-31,1.09E-29,-5.125589311,1.51E-33,9.48E-32,1,-3.525191699,4.28E-31,1.09E-29,-5.125589311,1.51E-33,9.48E-32,Os04g0600300,ubiquinol oxidase 1b%2C mitochondrial-like,LOC4336875
LOC4338776,3607.924109,4332.75163,3433.441325,1528.884331,1171.230785,1366.704502,7625.990255,7277.478397,3041.08223,4193.67827,-0.066425968,0.254572604,-0.143697765,-0.987153702,-1.14554487,-1.058976987,1.713022878,1.558680217,-0.317458702,0.192982296,-1.483998671,1.27E-30,3.18E-29,-1.042069656,1.69E-08,1.86E-07,1,-1.483998671,1.27E-30,3.18E-29,-1.042069656,1.69E-08,1.86E-07,Os05g0410200,probable carboxylesterase 15,LOC4338776
LOC4349050,615.6425152,926.8047329,759.0160253,175.1145049,134.6711355,95.69011731,1682.644082,1674.641037,209.7693359,71.32394708,-0.030158838,0.466647646,0.19875356,-0.733512778,-0.798085297,-0.860323003,1.673432621,1.660654835,-0.678182331,-0.899226413,-2.50265605,1.74E-29,4.17E-28,-3.581284471,3.76E-07,3.35E-06,1,-2.50265605,1.74E-29,4.17E-28,-3.581284471,3.76E-07,3.35E-06,Os10g0503300,benzyl alcohol O-benzoyltransferase,LOC4349050
LOC4342380,1677.419855,1800.37264,1478.039054,677.365997,623.5681669,526.2956452,3858.876639,3608.214629,575.4328229,668.2374566,0.10248918,0.200908189,-0.057107536,-0.698015738,-0.741078846,-0.818941785,1.848662019,1.648016654,-0.779609351,-0.705322786,-1.43763132,5.87E-29,1.36E-27,-2.583686514,7.21E-69,1.24E-66,1,-1.43763132,5.87E-29,1.36E-27,-2.583686514,7.21E-69,1.24E-66,Os07g0142700,uncharacterized acetyltransferase At3g50280,LOC4342380
LOC4328185,966.4292638,672.7198844,938.5590537,195.3200247,251.3861197,217.3829839,2249.642977,2730.370113,275.1073257,405.0181281,0.084956517,-0.242351209,0.053898145,-0.774362353,-0.711882679,-0.749775542,1.514961115,2.050680153,-0.685447929,-0.540676218,-1.955673728,6.04E-29,1.40E-27,-2.867640044,5.10E-36,3.57E-34,1,-1.955673728,6.04E-29,1.40E-27,-2.867640044,5.10E-36,3.57E-34,Os02g0129800,protein RESPONSE TO LOW SULFUR 3,LOC4328185
LOC4325989,257.7929461,268.6039826,338.664101,46.18404525,19.5885288,29.12307918,7675.25251,6602.780154,1246.006929,1560.63589,-0.53869876,-0.534933322,-0.510531677,-0.612401252,-0.621664359,-0.618343515,2.044771258,1.67123364,-0.19450798,-0.084924034,-3.201374104,2.21E-28,5.00E-27,-2.34572385,3.33E-43,3.13E-41,1,-3.201374104,2.21E-28,5.00E-27,-2.34572385,3.33E-43,3.13E-41,Os01g0127600,Bowman-Birk type bran trypsin inhibitor,LOC4325989
LOC4340661,144.7878191,210.5274458,154.8664984,15.39468175,8.978075702,10.40109971,522.5662733,431.5542584,281.9850089,258.9738555,-0.336070796,0.037025785,-0.27887058,-1.070424478,-1.10684108,-1.098764895,1.80796099,1.291434304,0.442573758,0.311976992,-3.882032663,7.84E-28,1.72E-26,-0.820648229,1.67E-04,8.79E-04,1,-3.882032663,7.84E-28,1.72E-26,-0.820648229,1.67E-04,8.79E-04,Os06g0253100,16.0 kDa heat shock protein%2C peroxisomal-like,LOC4340661
LOC4342413,758.0760608,698.1283693,696.0483281,317.5153111,294.6441208,287.0703519,1089.565169,1211.509638,1051.13924,1001.082543,0.050441296,-0.121385836,-0.127347825,-1.212331098,-1.277886434,-1.299595009,1.000583347,1.350110873,0.890443708,0.746966979,-1.258370224,1.70E-25,3.31E-24,-0.165323801,0.269539504,0.430848501,1,-1.258370224,1.70E-25,3.31E-24,-0.165323801,0.269539504,0.430848501,Os07g0151200,probable inositol transporter 2,LOC4342413
LOC4349752,410.8207224,638.8419046,410.1409464,70.23823548,53.86845421,20.80219941,808.4805375,844.1622324,162.7718344,675.0302135,0.004071143,0.715420381,0.001950471,-1.05843143,-1.109499631,-1.212655201,1.244635743,1.355950605,-0.769757788,0.828315708,-3.324720971,3.08E-24,5.61E-23,-0.979325914,0.289964849,0.453390568,1,-3.324720971,3.08E-24,5.61E-23,-0.979325914,0.289964849,0.453390568,Os11g0144900,uncharacterized LOC4349752,LOC4349752
LOC4332189,490.8660207,514.2193361,548.8400631,204.9417008,202.4147976,199.7011144,812.3442437,651.5416731,743.9360599,619.8390639,-0.035270076,0.067709843,0.220375091,-1.296095913,-1.307238668,-1.319205059,1.382335987,0.673253123,1.080679921,0.53345575,-1.357415792,7.79E-24,1.39E-22,-0.104060073,0.613452053,0.750474638,1,-1.357415792,7.79E-24,1.39E-22,-0.104060073,0.613452053,0.750474638,Os03g0237500,protein OPI10 homolog%2C transcript variant X1,LOC4332189
LOC4325584,387.2779876,598.9142856,377.806183,92.3680905,86.51600222,108.171437,5273.959062,5062.868251,1216.203636,1333.927629,-0.531422915,-0.425969634,-0.536142488,-0.67836943,-0.681285385,-0.670495002,1.903492833,1.798311355,-0.118389185,-0.059730148,-2.249344362,1.21E-23,2.12E-22,-2.018206981,1.31E-57,1.77E-55,1,-2.249344362,1.21E-23,2.12E-22,-2.018206981,1.31E-57,1.77E-55,Os01g0716500,putative methyltransferase DDB_G0268948,LOC4325584
LOC4341136,153.0277762,200.848023,180.3939432,13.47034653,28.56660451,18.72197947,569.8966752,630.4902459,30.94957414,76.41851473,-0.163935996,0.046515955,-0.04350033,-0.778113783,-0.711676716,-0.755001891,1.670660834,1.93732686,-0.701189514,-0.501085418,-3.118848007,3.43E-23,5.87E-22,-3.462029081,2.69E-19,8.10E-18,1,-3.118848007,3.43E-23,5.87E-22,-3.462029081,2.69E-19,8.10E-18,Os06g0507300,BTB/POZ domain-containing protein POB1,LOC4341136
LOC9272722,630.9452928,751.3651946,612.6586751,267.4825954,213.0252508,224.6637537,2045.832471,1948.309591,794.372403,1376.38236,-0.376196595,-0.198931651,-0.403115536,-0.911234355,-0.991398663,-0.974266125,1.706597793,1.563038568,-0.135622595,0.721129159,-1.500131709,5.10E-23,8.65E-22,-0.878142556,8.81E-04,0.003882434,1,-1.500131709,5.10E-23,8.65E-22,-0.878142556,8.81E-04,0.003882434,Os11g0668300,calmodulin-binding protein 60 A%2C transcript variant X1,LOC9272722
LOC4341912,370.7980732,462.1924386,433.9665616,70.23823548,57.13320901,19.76208944,1114.67926,1215.719923,139.8462239,151.1388402,-0.075745914,0.135639551,0.070356094,-0.770908913,-0.801219448,-0.887654881,1.644772305,1.878468634,-0.609913025,-0.583794402,-3.097788298,8.80E-23,1.48E-21,-2.998450972,3.19E-59,4.41E-57,1,-3.097788298,8.80E-23,1.48E-21,-2.998450972,3.19E-59,4.41E-57,Os06g0692600,tyrosine-sulfated glycopeptide receptor 1,LOC4341912
